text,intent_true,intent_pred,escalation_true,escalation_pred,reply_x,scores,reply_y
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@380108 sorry to know about the trouble you're facing with your account. could you let us know if your account is on hold? ^ak,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@215399 being a social media platform, we will not have access to your account details. ^ks 1/2",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@331160 the account specialist is better suited to handle your account information, as we do not have access to your amazon account. ^wm",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@206017 i understand your concern. we will not be able to access your account over twitter. (1/2) ^hd,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
@731024 can you tell us more about what's going on? are you having trouble logging in to your account? ^ra,account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@229893 hello, jason! have you received an email with instructions for unlocking your account? ^ro",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@229893 hello, jason! have you received an email with instructions for unlocking your account? ^ro",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@229893 hello, jason! have you received an email with instructions for unlocking your account? ^ro",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
"@229893 hello, jason! have you received an email with instructions for unlocking your account? ^ro",account_access,account_access,escalate,escalate,We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.,"{'politeness': 0.25, 'conciseness': 1.0, 'brand_tone': 0.25}",We’ve escalated your issue to our support team. They’ll follow up with you shortly. Thank you for your patience.
